Public health unit,Date,Outbreak,Close contact,No known epi-link,Travel,No information,Epi link - type unspecified
Ontario,"June 28, 2021",23,99,45,9,8,0
Ontario,"June 29, 2021",43,132,56,4,7,0
Ontario,"June 30, 2021",66,87,62,14,6,0
Ontario,"July 1, 2021",17,107,49,9,8,0
Ontario,"July 2, 2021",29,111,45,10,2,0
Ontario,"July 3, 2021",31,124,43,11,8,0
Ontario,"July 4, 2021",19,70,48,12,9,0
Ontario,"July 5, 2021",18,55,37,13,6,0
Ontario,"July 6, 2021",24,125,62,13,5,0
Ontario,"July 7, 2021",29,103,69,15,8,0
Ontario,"July 8, 2021",20,70,48,18,6,0
Ontario,"July 9, 2021",20,84,48,13,6,0
Ontario,"July 10, 2021",24,78,30,17,4,0
Ontario,"July 11, 2021",7,66,33,16,2,0
Ontario,"July 12, 2021",8,57,26,15,5,0
Ontario,"July 13, 2021",14,89,35,15,4,0
Ontario,"July 14, 2021",18,64,35,18,5,0
Ontario,"July 15, 2021",24,87,44,19,4,0
Ontario,"July 16, 2021",26,64,50,31,9,0
Ontario,"July 17, 2021",12,78,43,16,7,0
Ontario,"July 18, 2021",10,48,39,24,1,0
Ontario,"July 19, 2021",7,52,36,28,8,0
Ontario,"July 20, 2021",9,84,52,21,3,0
Ontario,"July 21, 2021",8,90,44,28,9,0
Ontario,"July 22, 2021",6,95,44,38,10,0
Ontario,"July 23, 2021",8,69,56,25,11,0
Ontario,"July 24, 2021",12,70,39,17,7,0
Ontario,"July 25, 2021",11,53,36,31,5,0
Ontario,"July 26, 2021",15,52,33,23,4,0
Ontario,"July 27, 2021",16,85,45,22,3,0
Ontario,"July 28, 2021",26,106,58,35,9,0
Ontario,"July 29, 2021",20,83,87,48,13,0
Ontario,"July 30, 2021",10,126,59,28,11,0
Ontario,"July 31, 2021",19,98,49,25,6,0
Ontario,"August 1, 2021",10,70,42,19,10,0
Ontario,"August 2, 2021",9,56,42,25,5,0
Ontario,"August 3, 2021",16,97,56,33,7,0
Ontario,"August 4, 2021",21,117,80,38,19,0
Ontario,"August 5, 2021",44,110,105,69,18,0
Ontario,"August 6, 2021",41,153,156,69,27,0
Ontario,"August 7, 2021",28,129,121,43,21,0
Ontario,"August 8, 2021",38,137,98,48,16,0
Ontario,"August 9, 2021",26,137,98,58,16,0
Ontario,"August 10, 2021",33,161,125,45,21,0
Ontario,"August 11, 2021",48,186,199,81,22,0
Ontario,"August 12, 2021",54,190,178,79,28,0
Ontario,"August 13, 2021",34,206,224,57,22,0
Ontario,"August 14, 2021",58,194,177,45,32,0
Ontario,"August 15, 2021",45,171,171,43,21,0
Ontario,"August 16, 2021",56,164,134,51,31,0
Ontario,"August 17, 2021",46,218,176,37,34,0
Ontario,"August 18, 2021",59,283,214,62,32,0
Ontario,"August 19, 2021",60,251,285,77,30,0
Ontario,"August 20, 2021",54,297,252,60,47,0
Ontario,"August 21, 2021",46,287,247,50,53,0
Ontario,"August 22, 2021",34,230,173,31,23,0
Ontario,"August 23, 2021",46,228,163,44,24,0
Ontario,"August 24, 2021",49,284,205,61,33,0
Ontario,"August 25, 2021",70,336,273,93,31,0
Ontario,"August 26, 2021",73,374,314,78,39,0
Ontario,"August 27, 2021",69,319,275,55,42,0
Ontario,"August 28, 2021",50,327,233,55,40,0
Ontario,"August 29, 2021",42,269,192,45,36,0
Ontario,"August 30, 2021",53,269,178,64,43,0
Ontario,"August 31, 2021",49,365,255,73,54,0
Ontario,"September 1, 2021",57,339,275,78,61,0
Ontario,"September 2, 2021",57,389,298,72,56,0
Ontario,"September 3, 2021",80,364,305,64,52,0
Ontario,"September 4, 2021",50,309,218,37,35,0
Ontario,"September 5, 2021",38,282,228,25,42,0
Ontario,"September 6, 2021",26,254,164,41,33,0
Ontario,"September 7, 2021",31,354,186,65,39,0
Ontario,"September 8, 2021",51,424,275,55,48,0
Ontario,"September 9, 2021",60,390,279,61,49,0
Ontario,"September 10, 2021",60,411,270,64,38,0
Ontario,"September 11, 2021",45,360,226,46,35,0
Ontario,"September 12, 2021",31,289,187,32,44,0
Ontario,"September 13, 2021",46,246,147,39,35,0
Ontario,"September 14, 2021",64,363,306,51,45,0
Ontario,"September 15, 2021",76,328,255,57,50,0
Ontario,"September 16, 2021",62,394,296,34,44,0
Ontario,"September 17, 2021",70,348,226,66,49,0
Ontario,"September 18, 2021",70,306,187,32,42,0
Ontario,"September 19, 2021",60,269,151,28,32,0
Ontario,"September 20, 2021",55,295,174,36,36,0
Ontario,"September 21, 2021",76,280,182,28,44,0
Ontario,"September 22, 2021",95,297,244,45,48,0
Ontario,"September 23, 2021",64,322,200,30,43,0
Ontario,"September 24, 2021",86,310,191,41,27,0
Ontario,"September 25, 2021",78,293,173,29,36,0
Ontario,"September 26, 2021",49,223,125,30,13,0
Ontario,"September 27, 2021",54,244,129,33,24,0
Ontario,"September 28, 2021",77,278,171,25,39,0
Ontario,"September 29, 2021",76,294,210,35,33,0
Ontario,"September 30, 2021",77,308,202,31,30,0
Ontario,"October 1, 2021",52,293,193,44,24,0
Ontario,"October 2, 2021",69,276,139,32,20,0
Ontario,"October 3, 2021",57,240,148,47,25,0
Ontario,"October 4, 2021",39,197,127,25,18,0
Ontario,"October 5, 2021",76,298,182,36,32,0
Ontario,"October 6, 2021",69,278,171,35,14,0
Ontario,"October 7, 2021",61,349,173,50,27,0
Ontario,"October 8, 2021",67,294,165,29,19,0
Ontario,"October 9, 2021",67,229,139,32,28,0
Ontario,"October 10, 2021",45,182,89,11,28,0
Ontario,"October 11, 2021",42,172,90,21,25,0
Ontario,"October 12, 2021",49,166,93,35,26,0
Ontario,"October 13, 2021",78,154,98,24,17,0
Ontario,"October 14, 2021",69,320,157,31,20,0
Ontario,"October 15, 2021",57,222,144,35,32,0
Ontario,"October 16, 2021",63,191,82,18,16,0
Ontario,"October 17, 2021",44,174,91,37,22,0
Ontario,"October 18, 2021",23,158,86,19,15,0
Ontario,"October 19, 2021",47,185,107,19,12,0
Ontario,"October 20, 2021",71,204,127,23,27,0
Ontario,"October 21, 2021",50,197,113,28,26,0
Ontario,"October 22, 2021",54,199,117,20,21,0
Ontario,"October 23, 2021",61,152,66,16,15,0
Ontario,"October 24, 2021",31,126,53,15,15,0
Ontario,"October 25, 2021",56,151,56,19,14,0
Ontario,"October 26, 2021",50,164,69,26,20,0
Ontario,"October 27, 2021",60,233,120,23,30,0
Ontario,"October 28, 2021",56,181,139,18,19,0
Ontario,"October 29, 2021",53,168,88,22,17,0
Ontario,"October 30, 2021",68,200,100,22,19,0
Ontario,"October 31, 2021",47,176,72,27,14,0
Ontario,"November 1, 2021",51,159,84,25,15,0
Ontario,"November 2, 2021",71,215,98,26,18,0
Ontario,"November 3, 2021",109,224,129,31,33,0
Ontario,"November 4, 2021",97,263,121,28,18,0
Ontario,"November 5, 2021",104,293,162,25,20,0
Ontario,"November 6, 2021",78,262,139,24,33,0
Ontario,"November 7, 2021",88,245,103,26,17,0
Ontario,"November 8, 2021",72,193,94,22,16,0
Ontario,"November 9, 2021",96,286,145,29,17,0
Ontario,"November 10, 2021",102,290,152,29,21,0
Ontario,"November 11, 2021",116,295,206,38,42,0
Ontario,"November 12, 2021",114,315,166,30,22,0
Ontario,"November 13, 2021",96,306,152,26,14,0
Ontario,"November 14, 2021",60,258,131,28,19,0
Ontario,"November 15, 2021",56,269,121,26,24,0
Ontario,"November 16, 2021",92,332,193,29,21,0
Ontario,"November 17, 2021",112,338,182,41,30,0
Ontario,"November 18, 2021",124,410,216,33,30,0
Ontario,"November 19, 2021",76,354,183,28,24,0
Ontario,"November 20, 2021",112,351,202,35,34,0
Ontario,"November 21, 2021",66,312,163,34,20,0
Ontario,"November 22, 2021",68,273,143,44,29,0
Ontario,"November 23, 2021",120,389,185,29,29,0
Ontario,"November 24, 2021",110,386,189,34,30,0
Ontario,"November 25, 2021",155,462,278,50,44,0
Ontario,"November 26, 2021",160,464,220,35,30,0
Ontario,"November 27, 2021",150,453,205,37,39,0
Ontario,"November 28, 2021",117,373,176,24,29,0
Ontario,"November 29, 2021",97,350,157,47,26,0
Ontario,"November 30, 2021",152,435,246,52,53,0
Ontario,"December 1, 2021",153,528,277,49,34,0
Ontario,"December 2, 2021",158,554,253,60,69,0
Ontario,"December 3, 2021",189,553,267,68,64,0
Ontario,"December 4, 2021",167,480,234,36,58,0
Ontario,"December 5, 2021",128,392,185,54,61,0
Ontario,"December 6, 2021",139,526,237,47,46,0
Ontario,"December 7, 2021",203,567,278,55,52,0
Ontario,"December 8, 2021",198,650,338,78,90,0
Ontario,"December 9, 2021",249,752,384,61,106,0
Ontario,"December 10, 2021",251,753,336,71,120,0
Ontario,"December 11, 2021",238,788,335,61,155,0
Ontario,"December 12, 2021",229,697,270,43,197,0
Ontario,"December 13, 2021",243,659,310,43,245,0
Ontario,"December 14, 2021",298,865,442,76,478,0
Ontario,"December 15, 2021",361,1031,556,106,1001,0
Ontario,"December 16, 2021",341,851,471,74,1358,0
Ontario,"December 17, 2021",339,941,511,52,2032,0
Ontario,"December 18, 2021",284,804,399,42,2300,0
Ontario,"December 19, 2021",257,749,318,45,2310,0
Ontario,"December 20, 2021",312,791,396,45,2735,0
Ontario,"December 21, 2021",314,793,374,46,3857,0
Ontario,"December 22, 2021",341,819,454,51,6369,0
Ontario,"December 23, 2021",402,1028,613,55,8738,0
Ontario,"December 24, 2021",383,808,472,38,8985,0
Ontario,"December 25, 2021",296,585,375,30,7596,0
Ontario,"December 26, 2021",304,649,400,26,7789,0
Ontario,"December 27, 2021",344,724,444,35,8070,0
Ontario,"December 28, 2021",470,841,545,44,10485,0
Ontario,"December 29, 2021",531,973,703,48,14523,0
Ontario,"December 30, 2021",701,799,583,35,14615,0
Ontario,"December 31, 2021",653,741,545,32,16874,0
Ontario,"January 1, 2022",588,529,317,17,13559,0
Ontario,"January 2, 2022",574,463,360,24,10778,0
Ontario,"January 3, 2022",656,477,418,21,9593,0
Ontario,"January 4, 2022",981,544,485,37,10492,0
Ontario,"January 5, 2022",1066,575,548,36,10629,0
Ontario,"January 6, 2022",1443,613,459,42,10848,0
Ontario,"January 7, 2022",1327,566,471,35,10229,0
Ontario,"January 8, 2022",1208,430,415,43,8879,0
Ontario,"January 9, 2022",1143,339,287,48,6747,0
Ontario,"January 10, 2022",1088,356,289,71,7387,0
Ontario,"January 11, 2022",1451,383,342,38,7728,0
Ontario,"January 12, 2022",1453,435,343,51,8898,0
Ontario,"January 13, 2022",1287,397,288,47,8053,0
Ontario,"January 14, 2022",1156,464,354,46,8509,0
Ontario,"January 15, 2022",1180,353,276,42,7343,0
Ontario,"January 16, 2022",848,330,269,59,5475,0
Ontario,"January 17, 2022",672,334,263,42,4838,0
Ontario,"January 18, 2022",773,375,264,54,5133,0
Ontario,"January 19, 2022",947,433,293,63,4755,0
Ontario,"January 20, 2022",902,326,228,54,5375,0
Ontario,"January 21, 2022",589,298,164,47,3825,0
Ontario,"January 22, 2022",587,126,84,26,4359,0
Ontario,"January 23, 2022",128,19,14,3,1391,0
Algoma Public Health,"January 15, 2020",0,0,0,0,0,0
Algoma Public Health,"January 16, 2020",0,0,0,0,0,0
Algoma Public Health,"January 17, 2020",0,0,0,0,0,0
Algoma Public Health,"January 18, 2020",0,0,0,0,0,0
Algoma Public Health,"January 19, 2020",0,0,0,0,0,0
Algoma Public Health,"January 20, 2020",0,0,0,0,0,0
Algoma Public Health,"January 21, 2020",0,0,0,0,0,0
Algoma Public Health,"January 22, 2020",0,0,0,0,0,0
Algoma Public Health,"January 23, 2020",0,0,0,0,0,0
Algoma Public Health,"January 24, 2020",0,0,0,0,0,0
Algoma Public Health,"January 25, 2020",0,0,0,0,0,0
Algoma Public Health,"January 26, 2020",0,0,0,0,0,0
Algoma Public Health,"January 27, 2020",0,0,0,0,0,0
Algoma Public Health,"January 28, 2020",0,0,0,0,0,0
Algoma Public Health,"January 29, 2020",0,0,0,0,0,0
Algoma Public Health,"January 30, 2020",0,0,0,0,0,0
Algoma Public Health,"January 31, 2020",0,0,0,0,0,0
Algoma Public Health,"February 1, 2020",0,0,0,0,0,0
Algoma Public Health,"February 2, 2020",0,0,0,0,0,0
Algoma Public Health,"February 3, 2020",0,0,0,0,0,0
Algoma Public Health,"February 4, 2020",0,0,0,0,0,0
Algoma Public Health,"February 5, 2020",0,0,0,0,0,0
Algoma Public Health,"February 6, 2020",0,0,0,0,0,0
Algoma Public Health,"February 7, 2020",0,0,0,0,0,0
Algoma Public Health,"February 8, 2020",0,0,0,0,0,0
Algoma Public Health,"February 9, 2020",0,0,0,0,0,0
Algoma Public Health,"February 10, 2020",0,0,0,0,0,0
Algoma Public Health,"February 11, 2020",0,0,0,0,0,0
Algoma Public Health,"February 12, 2020",0,0,0,0,0,0
Algoma Public Health,"February 13, 2020",0,0,0,0,0,0
Algoma Public Health,"February 14, 2020",0,0,0,0,0,0
Algoma Public Health,"February 15, 2020",0,0,0,0,0,0
Algoma Public Health,"February 16, 2020",0,0,0,0,0,0
Algoma Public Health,"February 17, 2020",0,0,0,0,0,0
Algoma Public Health,"February 18, 2020",0,0,0,0,0,0
Algoma Public Health,"February 19, 2020",0,0,0,0,0,0
Algoma Public Health,"February 20, 2020",0,0,0,0,0,0
Algoma Public Health,"February 21, 2020",0,0,0,0,0,0
Algoma Public Health,"February 22, 2020",0,0,0,0,0,0
Algoma Public Health,"February 23, 2020",0,0,0,0,0,0
Algoma Public Health,"February 24, 2020",0,0,0,0,0,0
Algoma Public Health,"February 25, 2020",0,0,0,0,0,0
Algoma Public Health,"February 26, 2020",0,0,0,0,0,0
Algoma Public Health,"February 27, 2020",0,0,0,0,0,0
Algoma Public Health,"February 28, 2020",0,0,0,0,0,0
Algoma Public Health,"February 29, 2020",0,0,0,0,0,0
Algoma Public Health,"March 1, 2020",0,0,0,0,0,0
Algoma Public Health,"March 2, 2020",0,0,0,0,0,0
Algoma Public Health,"March 3, 2020",0,0,0,0,0,0
Algoma Public Health,"March 4, 2020",0,0,0,0,0,0
Algoma Public Health,"March 5, 2020",0,0,0,0,0,0
Algoma Public Health,"March 6, 2020",0,0,0,0,0,0
Algoma Public Health,"March 7, 2020",0,0,0,0,0,0
Algoma Public Health,"March 8, 2020",0,0,0,0,0,0
Algoma Public Health,"March 9, 2020",0,0,0,0,0,0
Algoma Public Health,"March 10, 2020",0,0,0,0,0,0
Algoma Public Health,"March 11, 2020",0,0,0,0,0,0
Algoma Public Health,"March 12, 2020",0,0,0,0,0,0
Algoma Public Health,"March 13, 2020",0,0,0,0,0,0
Algoma Public Health,"March 14, 2020",0,0,0,0,0,0
Algoma Public Health,"March 15, 2020",0,0,0,0,0,0
Algoma Public Health,"March 16, 2020",0,0,0,1,0,0
Algoma Public Health,"March 17, 2020",0,0,0,0,0,0
Algoma Public Health,"March 18, 2020",0,0,0,0,0,0
Algoma Public Health,"March 19, 2020",0,0,0,0,0,0
Algoma Public Health,"March 20, 2020",0,0,0,0,0,0
Algoma Public Health,"March 21, 2020",0,0,0,0,0,0
Algoma Public Health,"March 22, 2020",0,0,0,0,0,0
Algoma Public Health,"March 23, 2020",0,0,0,1,0,0
Algoma Public Health,"March 24, 2020",0,0,0,0,0,0
Algoma Public Health,"March 25, 2020",0,0,0,0,0,0
Algoma Public Health,"March 26, 2020",0,0,0,1,0,0
Algoma Public Health,"March 27, 2020",0,0,0,1,0,0
Algoma Public Health,"March 28, 2020",1,0,0,0,0,0
Algoma Public Health,"March 29, 2020",0,0,0,0,0,0
Algoma Public Health,"March 30, 2020",0,0,0,0,0,0
Algoma Public Health,"March 31, 2020",0,0,0,1,0,0
Algoma Public Health,"April 1, 2020",0,0,1,0,0,0
Algoma Public Health,"April 2, 2020",0,0,0,0,0,0
Algoma Public Health,"April 3, 2020",0,1,0,0,0,0
Algoma Public Health,"April 4, 2020",0,0,0,0,0,0
Algoma Public Health,"April 5, 2020",0,0,0,0,0,0
Algoma Public Health,"April 6, 2020",0,1,0,0,0,0
Algoma Public Health,"April 7, 2020",0,0,0,0,0,0
Algoma Public Health,"April 8, 2020",0,0,0,0,0,0
Algoma Public Health,"April 9, 2020",0,1,0,0,0,0
Algoma Public Health,"April 10, 2020",0,0,0,0,0,0
Algoma Public Health,"April 11, 2020",0,0,0,0,0,0
Algoma Public Health,"April 12, 2020",0,0,0,0,0,0
Algoma Public Health,"April 13, 2020",0,0,0,0,0,0
Algoma Public Health,"April 14, 2020",0,0,0,0,0,0
Algoma Public Health,"April 15, 2020",0,0,0,0,0,0
Algoma Public Health,"April 16, 2020",0,0,2,0,0,0
Algoma Public Health,"April 17, 2020",0,0,0,0,0,0
Algoma Public Health,"April 18, 2020",0,0,0,0,0,0
Algoma Public Health,"April 19, 2020",0,0,0,0,0,0
Algoma Public Health,"April 20, 2020",0,0,0,0,0,0
Algoma Public Health,"April 21, 2020",0,0,0,0,0,0
Algoma Public Health,"April 22, 2020",0,0,0,0,0,0
Algoma Public Health,"April 23, 2020",0,0,0,0,0,0
Algoma Public Health,"April 24, 2020",0,0,0,0,0,0
Algoma Public Health,"April 25, 2020",1,0,0,0,0,0
Algoma Public Health,"April 26, 2020",0,0,0,0,0,0
Algoma Public Health,"April 27, 2020",0,0,0,0,0,0
Algoma Public Health,"April 28, 2020",0,0,0,0,0,0
Algoma Public Health,"April 29, 2020",0,0,0,0,0,0
Algoma Public Health,"April 30, 2020",0,0,0,0,0,0
Algoma Public Health,"May 1, 2020",0,0,0,0,0,0
Algoma Public Health,"May 2, 2020",0,0,0,0,0,0
Algoma Public Health,"May 3, 2020",0,0,0,0,0,0
Algoma Public Health,"May 4, 2020",0,0,0,0,0,0
Algoma Public Health,"May 5, 2020",0,0,0,0,0,0
Algoma Public Health,"May 6, 2020",2,0,0,0,0,0
Algoma Public Health,"May 7, 2020",1,0,0,0,0,0
Algoma Public Health,"May 8, 2020",0,0,0,0,0,0
Algoma Public Health,"May 9, 2020",0,0,0,0,0,0
Algoma Public Health,"May 10, 2020",0,0,0,0,0,0
Algoma Public Health,"May 11, 2020",0,0,0,0,0,0
Algoma Public Health,"May 12, 2020",0,0,0,0,0,0
Algoma Public Health,"May 13, 2020",0,0,0,0,0,0
Algoma Public Health,"May 14, 2020",0,0,1,0,0,0
Algoma Public Health,"May 15, 2020",0,0,0,0,0,0
Algoma Public Health,"May 16, 2020",0,0,2,1,0,0
Algoma Public Health,"May 17, 2020",0,0,0,0,0,0
Algoma Public Health,"May 18, 2020",0,0,0,0,0,0
Algoma Public Health,"May 19, 2020",0,0,0,0,0,0
Algoma Public Health,"May 20, 2020",0,0,0,0,0,0
Algoma Public Health,"May 21, 2020",0,0,0,0,0,0
Algoma Public Health,"May 22, 2020",0,0,0,0,0,0
Algoma Public Health,"May 23, 2020",0,0,1,0,0,0
Algoma Public Health,"May 24, 2020",0,0,0,0,0,0
Algoma Public Health,"May 25, 2020",0,0,0,0,0,0
Algoma Public Health,"May 26, 2020",0,0,0,0,0,0
Algoma Public Health,"May 27, 2020",0,0,0,0,0,0
Algoma Public Health,"May 28, 2020",0,0,0,0,0,0
Algoma Public Health,"May 29, 2020",0,0,0,0,0,0
Algoma Public Health,"May 30, 2020",0,0,0,0,0,0
Algoma Public Health,"May 31, 2020",0,0,0,0,0,0
Algoma Public Health,"June 1, 2020",0,0,0,0,0,0
Algoma Public Health,"June 2, 2020",0,0,0,0,0,0
Algoma Public Health,"June 3, 2020",0,0,0,0,0,0
Algoma Public Health,"June 4, 2020",0,0,0,0,0,0
Algoma Public Health,"June 5, 2020",0,0,0,0,0,0
Algoma Public Health,"June 6, 2020",0,0,0,0,0,0
Algoma Public Health,"June 7, 2020",0,0,0,0,0,0
Algoma Public Health,"June 8, 2020",0,0,0,0,0,0
Algoma Public Health,"June 9, 2020",0,0,0,0,0,0
Algoma Public Health,"June 10, 2020",0,0,1,0,0,0
Algoma Public Health,"June 11, 2020",0,0,0,0,0,0
Algoma Public Health,"June 12, 2020",0,0,1,0,0,0
Algoma Public Health,"June 13, 2020",0,0,0,0,0,0
Algoma Public Health,"June 14, 2020",0,0,0,0,0,0
Algoma Public Health,"June 15, 2020",0,0,0,0,0,0
Algoma Public Health,"June 16, 2020",0,0,0,0,0,0
Algoma Public Health,"June 17, 2020",0,0,0,0,0,0
Algoma Public Health,"June 18, 2020",0,0,0,0,0,0
Algoma Public Health,"June 19, 2020",0,0,1,0,0,0
Algoma Public Health,"June 20, 2020",0,0,0,0,0,0
Algoma Public Health,"June 21, 2020",0,0,0,0,0,0
Algoma Public Health,"June 22, 2020",0,0,0,0,0,0
Algoma Public Health,"June 23, 2020",0,0,0,0,0,0
Algoma Public Health,"June 24, 2020",0,0,0,0,0,0
Algoma Public Health,"June 25, 2020",0,0,0,0,0,0
Algoma Public Health,"June 26, 2020",0,0,0,0,0,0
Algoma Public Health,"June 27, 2020",0,0,0,0,0,0
Algoma Public Health,"June 28, 2020",0,0,0,0,0,0
Algoma Public Health,"June 29, 2020",0,0,0,0,0,0
Algoma Public Health,"June 30, 2020",0,0,0,0,0,0
Algoma Public Health,"July 1, 2020",0,0,0,0,0,0
Algoma Public Health,"July 2, 2020",0,0,0,0,0,0
Algoma Public Health,"July 3, 2020",0,0,0,0,0,0
Algoma Public Health,"July 4, 2020",0,0,0,0,0,0
Algoma Public Health,"July 5, 2020",0,0,0,0,0,0
Algoma Public Health,"July 6, 2020",0,0,0,0,0,0
Algoma Public Health,"July 7, 2020",0,0,0,0,0,0
Algoma Public Health,"July 8, 2020",0,0,0,0,0,0
Algoma Public Health,"July 9, 2020",0,0,1,0,0,0
Algoma Public Health,"July 10, 2020",0,0,0,0,0,0
Algoma Public Health,"July 11, 2020",0,0,0,0,0,0
Algoma Public Health,"July 12, 2020",0,0,0,0,0,0
Algoma Public Health,"July 13, 2020",0,0,0,0,0,0
Algoma Public Health,"July 14, 2020",0,0,0,0,0,0
Algoma Public Health,"July 15, 2020",0,0,1,0,0,0
Algoma Public Health,"July 16, 2020",0,0,0,0,0,0
Algoma Public Health,"July 17, 2020",0,1,0,0,0,0
Algoma Public Health,"July 18, 2020",0,0,0,0,0,0
Algoma Public Health,"July 19, 2020",0,0,0,0,0,0
Algoma Public Health,"July 20, 2020",0,0,0,0,0,0
Algoma Public Health,"July 21, 2020",0,0,0,0,0,0
Algoma Public Health,"July 22, 2020",0,0,0,0,0,0
Algoma Public Health,"July 23, 2020",0,0,0,0,0,0
Algoma Public Health,"July 24, 2020",0,0,0,0,0,0
Algoma Public Health,"July 25, 2020",0,0,0,0,0,0
Algoma Public Health,"July 26, 2020",0,0,0,0,0,0
Algoma Public Health,"July 27, 2020",0,0,0,0,0,0
Algoma Public Health,"July 28, 2020",0,0,0,0,0,0
Algoma Public Health,"July 29, 2020",0,0,0,0,0,0
Algoma Public Health,"July 30, 2020",0,0,0,0,0,0
Algoma Public Health,"July 31, 2020",0,0,0,0,0,0
Algoma Public Health,"August 1, 2020",0,0,0,0,0,0
Algoma Public Health,"August 2, 2020",0,0,0,0,0,0
Algoma Public Health,"August 3, 2020",0,0,0,0,0,0
Algoma Public Health,"August 4, 2020",0,0,0,0,0,0
Algoma Public Health,"August 5, 2020",0,0,0,0,0,0
Algoma Public Health,"August 6, 2020",0,0,0,0,0,0
Algoma Public Health,"August 7, 2020",0,0,0,0,0,0
Algoma Public Health,"August 8, 2020",0,0,0,0,0,0
Algoma Public Health,"August 9, 2020",0,0,0,0,0,0
Algoma Public Health,"August 10, 2020",0,0,0,0,0,0
Algoma Public Health,"August 11, 2020",0,0,0,0,0,0
Algoma Public Health,"August 12, 2020",0,0,0,0,0,0
Algoma Public Health,"August 13, 2020",0,0,0,0,0,0
Algoma Public Health,"August 14, 2020",0,0,0,0,0,0
Algoma Public Health,"August 15, 2020",0,0,0,0,0,0
Algoma Public Health,"August 16, 2020",0,0,0,0,0,0
Algoma Public Health,"August 17, 2020",0,0,0,0,0,0
Algoma Public Health,"August 18, 2020",0,0,0,0,0,0
Algoma Public Health,"August 19, 2020",0,0,0,0,0,0
Algoma Public Health,"August 20, 2020",0,0,0,0,0,0
Algoma Public Health,"August 21, 2020",0,0,0,0,0,0
Algoma Public Health,"August 22, 2020",0,0,0,0,0,0
Algoma Public Health,"August 23, 2020",0,0,0,0,0,0
Algoma Public Health,"August 24, 2020",0,0,0,0,0,0
Algoma Public Health,"August 25, 2020",0,0,0,0,0,0
Algoma Public Health,"August 26, 2020",0,0,0,0,0,0
Algoma Public Health,"August 27, 2020",0,0,0,0,0,0
Algoma Public Health,"August 28, 2020",0,0,0,0,0,0
Algoma Public Health,"August 29, 2020",0,0,0,0,0,0
Algoma Public Health,"August 30, 2020",0,0,1,0,0,0
Algoma Public Health,"August 31, 2020",0,0,0,0,0,0
Algoma Public Health,"September 1, 2020",0,0,0,0,0,0
Algoma Public Health,"September 2, 2020",0,0,1,0,0,0
Algoma Public Health,"September 3, 2020",0,0,0,0,0,0
Algoma Public Health,"September 4, 2020",0,0,0,0,0,0
Algoma Public Health,"September 5, 2020",0,0,0,0,0,0
Algoma Public Health,"September 6, 2020",0,0,0,0,0,0
Algoma Public Health,"September 7, 2020",0,0,0,0,0,0
Algoma Public Health,"September 8, 2020",0,0,0,0,0,0
Algoma Public Health,"September 9, 2020",0,0,0,0,0,0
Algoma Public Health,"September 10, 2020",0,0,0,0,0,0
Algoma Public Health,"September 11, 2020",0,0,0,0,0,0
Algoma Public Health,"September 12, 2020",0,0,0,0,0,0
Algoma Public Health,"September 13, 2020",0,0,0,0,0,0
